// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> 一旦寮に戻り、ジャージに着替える。

//<3095> 高松の言葉のほうを信じた。
<3095> 高松の言葉のほうを信じた。

//<3096> nothing
<3096> nothing

//<3097> nothing
<3097> nothing

//<3098> nothing
<3098> nothing

//<3099> nothing
<3099> nothing

//<3100> nothing
<3100> nothing

//<3101> 日向
<3101> 日向

//<3102> 男Ｂ
<3102> 男Ｂ

//<3103> エロエロ団総帥
<3103> エロエロ団総帥

//<3104> イケチン
<3104> イケチン

//<3105> ホモ太
<3105> ホモ太

//<3106> ひなチン
<3106> ひなチン

//<3107> 秀樹
<3107> 秀樹

//<3108> 男子生徒
<3108> 男子生徒

//<3109> ？？
<3109> ？？

//<3110> 「それより、今の感触を忘れないうちに、練習を続けろよ」
<3110> 「それより、今の感触を忘れないうちに、練習を続けろよ」

//<3111> 音無
<3111> 音無

//<3112> クソ坊主
<3112> クソ坊主

//<3113> 代理人
<3113> 代理人

//<3114> 微妙すぎるイケメン
<3114> 微妙すぎるイケメン

//<3115> ロリコン
<3115> ロリコン

//<3116> メガネ仲間
<3116> メガネ仲間

//<3117> 暗算日本記録保持者
<3117> 暗算日本記録保持者

//<3118> 通り魔
<3118> 通り魔

//<3119> 記憶ナシ男
<3119> 記憶ナシ男

//<3120> 音速
<3120> 音速

//<3121> 無限
<3121> 無限

//<3122> エロ侍
<3122> エロ侍

//<3123> エロエロ団ナンバー１
<3123> エロエロ団ナンバー１

//<3124> ただのエロ少年
<3124> ただのエロ少年

//<3125> ユリブサイク
<3125> ユリブサイク

//<3126> ドピュッシー
<3126> ドピュッシー

//<3127> アメリカンエロドッグ
<3127> アメリカンエロドッグ

//<3128> ゼウス
<3128> ゼウス

//<3129> 日向markⅡ
<3129> 日向markⅡ

//<3130> 糞虫
<3130> 糞虫

//<3131> 量産型日向
<3131> 量産型日向

//<3132> ？？
<3132> ？？

//<3133> 「ああ」
<3133> 「ああ」

//<3134> 音無
<3134> 音無

//<3135> クソ坊主
<3135> クソ坊主

//<3136> 代理人
<3136> 代理人

//<3137> 微妙すぎるイケメン
<3137> 微妙すぎるイケメン

//<3138> ロリコン
<3138> ロリコン

//<3139> メガネ仲間
<3139> メガネ仲間

//<3140> 暗算日本記録保持者
<3140> 暗算日本記録保持者

//<3141> 通り魔
<3141> 通り魔

//<3142> 記憶ナシ男
<3142> 記憶ナシ男

//<3143> 音速
<3143> 音速

//<3144> 無限
<3144> 無限

//<3145> エロ侍
<3145> エロ侍

//<3146> エロエロ団ナンバー１
<3146> エロエロ団ナンバー１

//<3147> ただのエロ少年
<3147> ただのエロ少年

//<3148> ユリブサイク
<3148> ユリブサイク

//<3149> ドピュッシー
<3149> ドピュッシー

//<3150> アメリカンエロドッグ
<3150> アメリカンエロドッグ

//<3151> ゼウス
<3151> ゼウス

//<3152> 日向markⅡ
<3152> 日向markⅡ

//<3153> 糞虫
<3153> 糞虫

//<3154> 量産型日向
<3154> 量産型日向

//<3155> ？？
<3155> ？？

//<3156> 「いや…そんな言葉で騙されねーぜ…」
<3156> 「いや…そんな言葉で騙されねーぜ…」

//<3157> nothing
<3157> nothing

//<3158> nothing
<3158> nothing

//<3159> nothing
<3159> nothing

//<3160> nothing
<3160> nothing

//<3161> 高松
<3161> 高松

//<3162> 「新米にしては、賢明な判断です」
<3162> 「新米にしては、賢明な判断です」

//<3163> nothing
<3163> nothing

//<3164> nothing
<3164> nothing

//<3165> nothing
<3165> nothing

//<3166> nothing
<3166> nothing

//<3167> nothing
<3167> nothing

//<3168> 日向
<3168> 日向

//<3169> 男Ｂ
<3169> 男Ｂ

//<3170> エロエロ団総帥
<3170> エロエロ団総帥

//<3171> イケチン
<3171> イケチン

//<3172> ホモ太
<3172> ホモ太

//<3173> ひなチン
<3173> ひなチン

//<3174> 秀樹
<3174> 秀樹

//<3175> 男子生徒
<3175> 男子生徒

//<3176> ？？
<3176> ？？

//<3177> 「えぇー！？　俺の言葉は信じてくれねーのっ！？」
<3177> 「えぇー！？　俺の言葉は信じてくれねーのっ！？」

//<3178> nothing
<3178> nothing

//<3179> nothing
<3179> nothing

//<3180> nothing
<3180> nothing

//<3181> nothing
<3181> nothing

//<3182> nothing
<3182> nothing

//<3183> 高松
<3183> 高松

//<3184> 「私が戦線に参加してから、あなたの浮ついた話は一度も聞いたことがありません」
<3184> 「私が戦線に参加してから、あなたの浮ついた話は一度も聞いたことがありません」

//<3185> nothing
<3185> nothing

//<3186> nothing
<3186> nothing

//<3187> nothing
<3187> nothing

//<3188> nothing
<3188> nothing

//<3189> nothing
<3189> nothing

//<3190> 高松
<3190> 高松

//<3191> 「ゆりっぺさんを始め、椎名さんにガルデモメンバー、綺麗どころはたくさん居るのにです」
<3191> 「ゆりっぺさんを始め、椎名さんにガルデモメンバー、綺麗どころはたくさん居るのにです」

//<3192> nothing
<3192> nothing

//<3193> nothing
<3193> nothing

//<3194> nothing
<3194> nothing

//<3195> nothing
<3195> nothing

//<3196> nothing
<3196> nothing

//<3197> 日向
<3197> 日向

//<3198> 男Ｂ
<3198> 男Ｂ

//<3199> エロエロ団総帥
<3199> エロエロ団総帥

//<3200> イケチン
<3200> イケチン

//<3201> ホモ太
<3201> ホモ太

//<3202> ひなチン
<3202> ひなチン

//<3203> 秀樹
<3203> 秀樹

//<3204> 男子生徒
<3204> 男子生徒

//<3205> ？？
<3205> ？？

//<3206> 「好みじゃないだけだよっ！！」
<3206> 「好みじゃないだけだよっ！！」

//<3207> nothing
<3207> nothing

//<3208> nothing
<3208> nothing

//<3209> nothing
<3209> nothing

//<3210> nothing
<3210> nothing

//<3211> nothing
<3211> nothing

//<3212> 高松
<3212> 高松

//<3213> 「ほぅ…」
<3213> 「ほぅ…」

//<3214> nothing
<3214> nothing

//<3215> nothing
<3215> nothing

//<3216> nothing
<3216> nothing

//<3217> nothing
<3217> nothing

//<3218> nothing
<3218> nothing

//<3219> 高松
<3219> 高松

//<3220> 「まあいいでしょう。今は納得しておきます」
<3220> 「まあいいでしょう。今は納得しておきます」

//<3221> nothing
<3221> nothing

//<3222> nothing
<3222> nothing

//<3223> nothing
<3223> nothing

//<3224> nothing
<3224> nothing

//<3225> nothing
<3225> nothing

//<3226> 確かにゆりは美人だ…。何十年と一緒に暮らしてきて、邪な気持ちを覚えない。それは不自然な気がした。
<3226> 確かにゆりは美人だ…。何十年と一緒に暮らしてきて、邪な気持ちを覚えない。それは不自然な気がした。

//<3227> nothing
<3227> nothing

//<3228> nothing
<3228> nothing

//<3229> nothing
<3229> nothing

//<3230> nothing
<3230> nothing

//<3231> nothing
<3231> nothing

//<3232> 音無
<3232> 音無

//<3233> クソ坊主
<3233> クソ坊主

//<3234> 代理人
<3234> 代理人

//<3235> 微妙すぎるイケメン
<3235> 微妙すぎるイケメン

//<3236> ロリコン
<3236> ロリコン

//<3237> メガネ仲間
<3237> メガネ仲間

//<3238> 暗算日本記録保持者
<3238> 暗算日本記録保持者

//<3239> 通り魔
<3239> 通り魔

//<3240> 記憶ナシ男
<3240> 記憶ナシ男

//<3241> 音速
<3241> 音速

//<3242> 無限
<3242> 無限

//<3243> エロ侍
<3243> エロ侍

//<3244> エロエロ団ナンバー１
<3244> エロエロ団ナンバー１

//<3245> ただのエロ少年
<3245> ただのエロ少年

//<3246> ユリブサイク
<3246> ユリブサイク

//<3247> ドピュッシー
<3247> ドピュッシー

//<3248> アメリカンエロドッグ
<3248> アメリカンエロドッグ

//<3249> ゼウス
<3249> ゼウス

//<3250> 日向markⅡ
<3250> 日向markⅡ

//<3251> 糞虫
<3251> 糞虫

//<3252> 量産型日向
<3252> 量産型日向

//<3253> ？？
<3253> ？？

//<3254> 「やっぱりホモなんだな」
<3254> 「やっぱりホモなんだな」

//<3255> nothing
<3255> nothing

//<3256> nothing
<3256> nothing

//<3257> nothing
<3257> nothing

//<3258> nothing
<3258> nothing

//<3259> nothing
<3259> nothing

//<3260> 日向
<3260> 日向

//<3261> 男Ｂ
<3261> 男Ｂ

//<3262> エロエロ団総帥
<3262> エロエロ団総帥

//<3263> イケチン
<3263> イケチン

//<3264> ホモ太
<3264> ホモ太

//<3265> ひなチン
<3265> ひなチン

//<3266> 秀樹
<3266> 秀樹

//<3267> 男子生徒
<3267> 男子生徒

//<3268> ？？
<3268> ？？

//<3269> 「もう、どっちでもいいよっ！！」
<3269> 「もう、どっちでもいいよっ！！」

//<3270> やけっぱちに答えられた。
<3270> やけっぱちに答えられた。

//<3271> nothing
<3271> nothing

//<3272> nothing
<3272> nothing

//<3273> nothing
<3273> nothing

//<3274> nothing
<3274> nothing

//<3275> nothing
<3275> nothing

//<3276> 音無
<3276> 音無

//<3277> クソ坊主
<3277> クソ坊主

//<3278> 代理人
<3278> 代理人

//<3279> 微妙すぎるイケメン
<3279> 微妙すぎるイケメン

//<3280> ロリコン
<3280> ロリコン

//<3281> メガネ仲間
<3281> メガネ仲間

//<3282> 暗算日本記録保持者
<3282> 暗算日本記録保持者

//<3283> 通り魔
<3283> 通り魔

//<3284> 記憶ナシ男
<3284> 記憶ナシ男

//<3285> 音速
<3285> 音速

//<3286> 無限
<3286> 無限

//<3287> エロ侍
<3287> エロ侍

//<3288> エロエロ団ナンバー１
<3288> エロエロ団ナンバー１

//<3289> ただのエロ少年
<3289> ただのエロ少年

//<3290> ユリブサイク
<3290> ユリブサイク

//<3291> ドピュッシー
<3291> ドピュッシー

//<3292> アメリカンエロドッグ
<3292> アメリカンエロドッグ

//<3293> ゼウス
<3293> ゼウス

//<3294> 日向markⅡ
<3294> 日向markⅡ

//<3295> 糞虫
<3295> 糞虫

//<3296> 量産型日向
<3296> 量産型日向

//<3297> ？？
<3297> ？？

//<3298> 「日向、お前は教えることがすごく上手いな…」
<3298> 「日向、お前は教えることがすごく上手いな…」

//<3299> nothing
<3299> nothing

//<3300> nothing
<3300> nothing

//<3301> nothing
<3301> nothing

//<3302> nothing
<3302> nothing

//<3303> nothing
<3303> nothing

//<3304> 日向
<3304> 日向

//<3305> 男Ｂ
<3305> 男Ｂ

//<3306> エロエロ団総帥
<3306> エロエロ団総帥

//<3307> イケチン
<3307> イケチン

//<3308> ホモ太
<3308> ホモ太

//<3309> ひなチン
<3309> ひなチン

//<3310> 秀樹
<3310> 秀樹

//<3311> 男子生徒
<3311> 男子生徒

//<3312> ？？
<3312> ？？

//<3313> 「そうか？」
<3313> 「そうか？」

//<3314> 音無
<3314> 音無

//<3315> クソ坊主
<3315> クソ坊主

//<3316> 代理人
<3316> 代理人

//<3317> 微妙すぎるイケメン
<3317> 微妙すぎるイケメン

//<3318> ロリコン
<3318> ロリコン

//<3319> メガネ仲間
<3319> メガネ仲間

//<3320> 暗算日本記録保持者
<3320> 暗算日本記録保持者

//<3321> 通り魔
<3321> 通り魔

//<3322> 記憶ナシ男
<3322> 記憶ナシ男

//<3323> 音速
<3323> 音速

//<3324> 無限
<3324> 無限

//<3325> エロ侍
<3325> エロ侍

//<3326> エロエロ団ナンバー１
<3326> エロエロ団ナンバー１

//<3327> ただのエロ少年
<3327> ただのエロ少年

//<3328> ユリブサイク
<3328> ユリブサイク

//<3329> ドピュッシー
<3329> ドピュッシー

//<3330> アメリカンエロドッグ
<3330> アメリカンエロドッグ

//<3331> ゼウス
<3331> ゼウス

//<3332> 日向markⅡ
<3332> 日向markⅡ

//<3333> 糞虫
<3333> 糞虫

//<3334> 量産型日向
<3334> 量産型日向

//<3335> ？？
<3335> ？？

//<3336> 「なんつーか…惚れるぜ…」
<3336> 「なんつーか…惚れるぜ…」

//<3337> nothing
<3337> nothing

//<3338> nothing
<3338> nothing

//<3339> nothing
<3339> nothing

//<3340> nothing
<3340> nothing

//<3341> nothing
<3341> nothing

//<3342> 日向
<3342> 日向

//<3343> 男Ｂ
<3343> 男Ｂ

//<3344> エロエロ団総帥
<3344> エロエロ団総帥

//<3345> イケチン
<3345> イケチン

//<3346> ホモ太
<3346> ホモ太

//<3347> ひなチン
<3347> ひなチン

//<3348> 秀樹
<3348> 秀樹

//<3349> 男子生徒
<3349> 男子生徒

//<3350> ？？
<3350> ？？

//<3351> 「これぐらいのことは、他の奴でも出来るぜ？　な、高松」
<3351> 「これぐらいのことは、他の奴でも出来るぜ？　な、高松」

//<3352> 高松
<3352> 高松

//<3353> 「そうですね」
<3353> 「そうですね」

//<3354> nothing
<3354> nothing

//<3355> nothing
<3355> nothing

//<3356> nothing
<3356> nothing

//<3357> nothing
<3357> nothing

//<3358> nothing
<3358> nothing

//<3359> 音無
<3359> 音無

//<3360> クソ坊主
<3360> クソ坊主

//<3361> 代理人
<3361> 代理人

//<3362> 微妙すぎるイケメン
<3362> 微妙すぎるイケメン

//<3363> ロリコン
<3363> ロリコン

//<3364> メガネ仲間
<3364> メガネ仲間

//<3365> 暗算日本記録保持者
<3365> 暗算日本記録保持者

//<3366> 通り魔
<3366> 通り魔

//<3367> 記憶ナシ男
<3367> 記憶ナシ男

//<3368> 音速
<3368> 音速

//<3369> 無限
<3369> 無限

//<3370> エロ侍
<3370> エロ侍

//<3371> エロエロ団ナンバー１
<3371> エロエロ団ナンバー１

//<3372> ただのエロ少年
<3372> ただのエロ少年

//<3373> ユリブサイク
<3373> ユリブサイク

//<3374> ドピュッシー
<3374> ドピュッシー

//<3375> アメリカンエロドッグ
<3375> アメリカンエロドッグ

//<3376> ゼウス
<3376> ゼウス

//<3377> 日向markⅡ
<3377> 日向markⅡ

//<3378> 糞虫
<3378> 糞虫

//<3379> 量産型日向
<3379> 量産型日向

//<3380> ？？
<3380> ？？

//<3381> 「いや、お前にしかできない。自信を持ってもいいと思う」
<3381> 「いや、お前にしかできない。自信を持ってもいいと思う」

//<3382> nothing
<3382> nothing

//<3383> nothing
<3383> nothing

//<3384> nothing
<3384> nothing

//<3385> nothing
<3385> nothing

//<3386> nothing
<3386> nothing

//<3387> 日向
<3387> 日向

//<3388> 男Ｂ
<3388> 男Ｂ

//<3389> エロエロ団総帥
<3389> エロエロ団総帥

//<3390> イケチン
<3390> イケチン

//<3391> ホモ太
<3391> ホモ太

//<3392> ひなチン
<3392> ひなチン

//<3393> 秀樹
<3393> 秀樹

//<3394> 男子生徒
<3394> 男子生徒

//<3395> ？？
<3395> ？？

//<3396> 「まだ他のメンバーと交流のないうちに、よくそこまで言い切れるな…」
<3396> 「まだ他のメンバーと交流のないうちに、よくそこまで言い切れるな…」

//<3397> 音無
<3397> 音無

//<3398> クソ坊主
<3398> クソ坊主

//<3399> 代理人
<3399> 代理人

//<3400> 微妙すぎるイケメン
<3400> 微妙すぎるイケメン

//<3401> ロリコン
<3401> ロリコン

//<3402> メガネ仲間
<3402> メガネ仲間

//<3403> 暗算日本記録保持者
<3403> 暗算日本記録保持者

//<3404> 通り魔
<3404> 通り魔

//<3405> 記憶ナシ男
<3405> 記憶ナシ男

//<3406> 音速
<3406> 音速

//<3407> 無限
<3407> 無限

//<3408> エロ侍
<3408> エロ侍

//<3409> エロエロ団ナンバー１
<3409> エロエロ団ナンバー１

//<3410> ただのエロ少年
<3410> ただのエロ少年

//<3411> ユリブサイク
<3411> ユリブサイク

//<3412> ドピュッシー
<3412> ドピュッシー

//<3413> アメリカンエロドッグ
<3413> アメリカンエロドッグ

//<3414> ゼウス
<3414> ゼウス

//<3415> 日向markⅡ
<3415> 日向markⅡ

//<3416> 糞虫
<3416> 糞虫

//<3417> 量産型日向
<3417> 量産型日向

//<3418> ？？
<3418> ？？

//<3419> （ん？　ちょっと引かれたか…？）
<3419> （ん？　ちょっと引かれたか…？）

//<3420> これ以上は突っ込まないでおこう…。
<3420> これ以上は突っ込まないでおこう…。

//<3421> 音無
<3421> 音無

//<3422> クソ坊主
<3422> クソ坊主

//<3423> 代理人
<3423> 代理人

//<3424> 微妙すぎるイケメン
<3424> 微妙すぎるイケメン

//<3425> ロリコン
<3425> ロリコン

//<3426> メガネ仲間
<3426> メガネ仲間

//<3427> 暗算日本記録保持者
<3427> 暗算日本記録保持者

//<3428> 通り魔
<3428> 通り魔

//<3429> 記憶ナシ男
<3429> 記憶ナシ男

//<3430> 音速
<3430> 音速

//<3431> 無限
<3431> 無限

//<3432> エロ侍
<3432> エロ侍

//<3433> エロエロ団ナンバー１
<3433> エロエロ団ナンバー１

//<3434> ただのエロ少年
<3434> ただのエロ少年

//<3435> ユリブサイク
<3435> ユリブサイク

//<3436> ドピュッシー
<3436> ドピュッシー

//<3437> アメリカンエロドッグ
<3437> アメリカンエロドッグ

//<3438> ゼウス
<3438> ゼウス

//<3439> 日向markⅡ
<3439> 日向markⅡ

//<3440> 糞虫
<3440> 糞虫

//<3441> 量産型日向
<3441> 量産型日向

//<3442> ？？
<3442> ？？

//<3443> 「そっか…」
<3443> 「そっか…」

//<3444> se_handgun2_3
<3444> se_handgun2_3

//<3445> 銃の練習を続けた。
<3445> 銃の練習を続けた。

//<3446> nothing
<3446> nothing

//<3447> 
<3447> 

//<3448> 
<3448> 

//<3449> nothing
<3449> nothing

//<3450> nothing
<3450> nothing

//<3451> nothing
<3451> nothing

//<3452> nothing
<3452> nothing

//<3453> nothing
<3453> nothing

//<3454> nothing
<3454> nothing

//<3455> 日向
<3455> 日向

//<3456> 男Ｂ
<3456> 男Ｂ

//<3457> エロエロ団総帥
<3457> エロエロ団総帥

//<3458> イケチン
<3458> イケチン

//<3459> ホモ太
<3459> ホモ太

//<3460> ひなチン
<3460> ひなチン

//<3461> 秀樹
<3461> 秀樹

//<3462> 男子生徒
<3462> 男子生徒

//<3463> ？？
<3463> ？？

//<3464> 「そろそろ、夕飯食っとくか」
<3464> 「そろそろ、夕飯食っとくか」

//<3465> 音無
<3465> 音無

//<3466> クソ坊主
<3466> クソ坊主

//<3467> 代理人
<3467> 代理人

//<3468> 微妙すぎるイケメン
<3468> 微妙すぎるイケメン

//<3469> ロリコン
<3469> ロリコン

//<3470> メガネ仲間
<3470> メガネ仲間

//<3471> 暗算日本記録保持者
<3471> 暗算日本記録保持者

//<3472> 通り魔
<3472> 通り魔

//<3473> 記憶ナシ男
<3473> 記憶ナシ男

//<3474> 音速
<3474> 音速

//<3475> 無限
<3475> 無限

//<3476> エロ侍
<3476> エロ侍

//<3477> エロエロ団ナンバー１
<3477> エロエロ団ナンバー１

//<3478> ただのエロ少年
<3478> ただのエロ少年

//<3479> ユリブサイク
<3479> ユリブサイク

//<3480> ドピュッシー
<3480> ドピュッシー

//<3481> アメリカンエロドッグ
<3481> アメリカンエロドッグ

//<3482> ゼウス
<3482> ゼウス

//<3483> 日向markⅡ
<3483> 日向markⅡ

//<3484> 糞虫
<3484> 糞虫

//<3485> 量産型日向
<3485> 量産型日向

//<3486> ？？
<3486> ？？

//<3487> 「ああ」
<3487> 「ああ」

//<3488> nothing
<3488> nothing

//<3489> nothing
<3489> nothing

//<3490> nothing
<3490> nothing

//<3491> nothing
<3491> nothing

//<3492> nothing
<3492> nothing

//<3493> 日向
<3493> 日向

//<3494> 男Ｂ
<3494> 男Ｂ

//<3495> エロエロ団総帥
<3495> エロエロ団総帥

//<3496> イケチン
<3496> イケチン

//<3497> ホモ太
<3497> ホモ太

//<3498> ひなチン
<3498> ひなチン

//<3499> 秀樹
<3499> 秀樹

//<3500> 男子生徒
<3500> 男子生徒

//<3501> ？？
<3501> ？？

//<3502> 「まず俺から引くな」
<3502> 「まず俺から引くな」

//<3503> nothing
<3503> nothing

//<3504> nothing
<3504> nothing

//<3505> nothing
<3505> nothing

//<3506> nothing
<3506> nothing

//<3507> nothing
<3507> nothing

//<3508> くじ引きのように、ポケットの中をかき混ぜ、食券を取り出す。
<3508> くじ引きのように、ポケットの中をかき混ぜ、食券を取り出す。

//<3509> nothing
<3509> nothing

//<3510> nothing
<3510> nothing

//<3511> nothing
<3511> nothing

//<3512> nothing
<3512> nothing

//<3513> nothing
<3513> nothing

//<3514> 日向
<3514> 日向

//<3515> 男Ｂ
<3515> 男Ｂ

//<3516> エロエロ団総帥
<3516> エロエロ団総帥

//<3517> イケチン
<3517> イケチン

//<3518> ホモ太
<3518> ホモ太

//<3519> ひなチン
<3519> ひなチン

//<3520> 秀樹
<3520> 秀樹

//<3521> 男子生徒
<3521> 男子生徒

//<3522> ？？
<3522> ？？

//<3523> 「よし、きたーー！！　すき焼き定食ぅーー！！」
<3523> 「よし、きたーー！！　すき焼き定食ぅーー！！」

//<3524> 実に羨ましい…。
<3524> 実に羨ましい…。

//<3525> nothing
<3525> nothing

//<3526> nothing
<3526> nothing

//<3527> nothing
<3527> nothing

//<3528> nothing
<3528> nothing

//<3529> nothing
<3529> nothing

//<3530> 日向
<3530> 日向

//<3531> 男Ｂ
<3531> 男Ｂ

//<3532> エロエロ団総帥
<3532> エロエロ団総帥

//<3533> イケチン
<3533> イケチン

//<3534> ホモ太
<3534> ホモ太

//<3535> ひなチン
<3535> ひなチン

//<3536> 秀樹
<3536> 秀樹

//<3537> 男子生徒
<3537> 男子生徒

//<3538> ？？
<3538> ？？

//<3539> 「次は、お前のな」
<3539> 「次は、お前のな」

//<3540> nothing
<3540> nothing

//<3541> nothing
<3541> nothing

//<3542> nothing
<3542> nothing

//<3543> nothing
<3543> nothing

//<3544> nothing
<3544> nothing

//<3545> またポケットの中をまさぐる。
<3545> またポケットの中をまさぐる。

//<3546> nothing
<3546> nothing

//<3547> nothing
<3547> nothing

//<3548> nothing
<3548> nothing

//<3549> nothing
<3549> nothing

//<3550> nothing
<3550> nothing

//<3551> 日向
<3551> 日向

//<3552> 男Ｂ
<3552> 男Ｂ

//<3553> エロエロ団総帥
<3553> エロエロ団総帥

//<3554> イケチン
<3554> イケチン

//<3555> ホモ太
<3555> ホモ太

//<3556> ひなチン
<3556> ひなチン

//<3557> 秀樹
<3557> 秀樹

//<3558> 男子生徒
<3558> 男子生徒

//<3559> ？？
<3559> ？？

//<3560> 「ほいっと、トムヤムカレー！」
<3560> 「ほいっと、トムヤムカレー！」

//<3561> nothing
<3561> nothing

//<3562> nothing
<3562> nothing

//<3563> nothing
<3563> nothing

//<3564> nothing
<3564> nothing

//<3565> nothing
<3565> nothing

//<3566> 食券を渡される。
<3566> 食券を渡される。

//<3567> 音無
<3567> 音無

//<3568> クソ坊主
<3568> クソ坊主

//<3569> 代理人
<3569> 代理人

//<3570> 微妙すぎるイケメン
<3570> 微妙すぎるイケメン

//<3571> ロリコン
<3571> ロリコン

//<3572> メガネ仲間
<3572> メガネ仲間

//<3573> 暗算日本記録保持者
<3573> 暗算日本記録保持者

//<3574> 通り魔
<3574> 通り魔

//<3575> 記憶ナシ男
<3575> 記憶ナシ男

//<3576> 音速
<3576> 音速

//<3577> 無限
<3577> 無限

//<3578> エロ侍
<3578> エロ侍

//<3579> エロエロ団ナンバー１
<3579> エロエロ団ナンバー１

//<3580> ただのエロ少年
<3580> ただのエロ少年

//<3581> ユリブサイク
<3581> ユリブサイク

//<3582> ドピュッシー
<3582> ドピュッシー

//<3583> アメリカンエロドッグ
<3583> アメリカンエロドッグ

//<3584> ゼウス
<3584> ゼウス

//<3585> 日向markⅡ
<3585> 日向markⅡ

//<3586> 糞虫
<3586> 糞虫

//<3587> 量産型日向
<3587> 量産型日向

//<3588> ？？
<3588> ？？

//<3589> 「トムヤムカレー？」
<3589> 「トムヤムカレー？」

//<3590> nothing
<3590> nothing

//<3591> nothing
<3591> nothing

//<3592> nothing
<3592> nothing

//<3593> nothing
<3593> nothing

//<3594> nothing
<3594> nothing

//<3595> 日向
<3595> 日向

//<3596> 男Ｂ
<3596> 男Ｂ

//<3597> エロエロ団総帥
<3597> エロエロ団総帥

//<3598> イケチン
<3598> イケチン

//<3599> ホモ太
<3599> ホモ太

//<3600> ひなチン
<3600> ひなチン

//<3601> 秀樹
<3601> 秀樹

//<3602> 男子生徒
<3602> 男子生徒

//<3603> ？？
<3603> ？？

//<3604> 「ああ、これも本格的で美味しいぜ？」
<3604> 「ああ、これも本格的で美味しいぜ？」

//<3605> nothing
<3605> nothing

//<3606> nothing
<3606> nothing

//<3607> nothing
<3607> nothing

//<3608> nothing
<3608> nothing

//<3609> nothing
<3609> nothing

//<3610> 日向
<3610> 日向

//<3611> 男Ｂ
<3611> 男Ｂ

//<3612> エロエロ団総帥
<3612> エロエロ団総帥

//<3613> イケチン
<3613> イケチン

//<3614> ホモ太
<3614> ホモ太

//<3615> ひなチン
<3615> ひなチン

//<3616> 秀樹
<3616> 秀樹

//<3617> 男子生徒
<3617> 男子生徒

//<3618> ？？
<3618> ？？

//<3619> 「いただきまーす」
<3619> 「いただきまーす」

//<3620> 音無
<3620> 音無

//<3621> クソ坊主
<3621> クソ坊主

//<3622> 代理人
<3622> 代理人

//<3623> 微妙すぎるイケメン
<3623> 微妙すぎるイケメン

//<3624> ロリコン
<3624> ロリコン

//<3625> メガネ仲間
<3625> メガネ仲間

//<3626> 暗算日本記録保持者
<3626> 暗算日本記録保持者

//<3627> 通り魔
<3627> 通り魔

//<3628> 記憶ナシ男
<3628> 記憶ナシ男

//<3629> 音速
<3629> 音速

//<3630> 無限
<3630> 無限

//<3631> エロ侍
<3631> エロ侍

//<3632> エロエロ団ナンバー１
<3632> エロエロ団ナンバー１

//<3633> ただのエロ少年
<3633> ただのエロ少年

//<3634> ユリブサイク
<3634> ユリブサイク

//<3635> ドピュッシー
<3635> ドピュッシー

//<3636> アメリカンエロドッグ
<3636> アメリカンエロドッグ

//<3637> ゼウス
<3637> ゼウス

//<3638> 日向markⅡ
<3638> 日向markⅡ

//<3639> 糞虫
<3639> 糞虫

//<3640> 量産型日向
<3640> 量産型日向

//<3641> ？？
<3641> ？？

//<3642> 「頂きます」
<3642> 「頂きます」

//<3643> nothing
<3643> nothing

//<3644> nothing
<3644> nothing

//<3645> nothing
<3645> nothing

//<3646> nothing
<3646> nothing

//<3647> nothing
<3647> nothing

//<3648> nothing
<3648> nothing

//<3649> トムヤムカレーをスプーンですくい、口に放り込み、吟味する。
<3649> トムヤムカレーをスプーンですくい、口に放り込み、吟味する。

//<3650> 音無
<3650> 音無

//<3651> クソ坊主
<3651> クソ坊主

//<3652> 代理人
<3652> 代理人

//<3653> 微妙すぎるイケメン
<3653> 微妙すぎるイケメン

//<3654> ロリコン
<3654> ロリコン

//<3655> メガネ仲間
<3655> メガネ仲間

//<3656> 暗算日本記録保持者
<3656> 暗算日本記録保持者

//<3657> 通り魔
<3657> 通り魔

//<3658> 記憶ナシ男
<3658> 記憶ナシ男

//<3659> 音速
<3659> 音速

//<3660> 無限
<3660> 無限

//<3661> エロ侍
<3661> エロ侍

//<3662> エロエロ団ナンバー１
<3662> エロエロ団ナンバー１

